date,day_index,vix,vix_change,realized_vol_20d,rv_change,regime,term_slope,avg_correlation,corr_change,vega_pnl,gamma_pnl,theta_pnl,correlation_pnl,total_pnl,strategy_pnl,net_vega,net_gamma,net_delta,net_theta,gross_notional,cumulative_pnl,peak_pnl,drawdown,drawdown_pct,vega_within_bounds,notional_within_cap,num_positions,active_strategies
2024-02-09,10,17.95,0.10999999999999943,0.0,0.0,TRANSITIONAL,0.0127,-0.0009121388360588313,-0.0002529378299338219,6875.001099999964,0.0,-1750.0,3794.067449007329,8919.068549007294,"{'Dispersion Trading': np.float64(3794.067449007329), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(5125.001099999964)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-16543.836407846327,1119.9349257830718,17663.7713336294,7.06550853345176e-05,True,True,8,2
2024-02-12,11,18.11,0.16000000000000014,0.0,0.0,TRANSITIONAL,0.0159,-0.000600213902535164,0.0003119249335236673,10000.001600000009,0.0,-1750.0,-4678.87400285501,3571.1275971449986,"{'Dispersion Trading': np.float64(-4678.87400285501), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(8250.001600000009)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-12972.70881070133,1119.9349257830718,14092.643736484402,5.637057494593761e-05,True,True,8,2
2024-02-13,12,18.46,0.3500000000000014,0.0,0.0,TRANSITIONAL,0.0484,-0.000845337628228229,-0.0002451237256930651,21875.003500000086,0.0,-1750.0,3676.855885395976,23801.859385396063,"{'Dispersion Trading': np.float64(3676.855885395976), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(20125.003500000086)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,10829.150574694733,10829.150574694733,0.0,0.0,True,True,8,2
2024-02-14,13,18.7,0.23999999999999844,0.0,0.0,TRANSITIONAL,0.0337,-0.0006889969438477547,0.0001563406843804743,15000.002399999901,0.0,-1750.0,-2345.1102657071146,10904.892134292786,"{'Dispersion Trading': np.float64(-2345.1102657071146), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(13250.002399999901)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,21734.04270898752,21734.04270898752,0.0,0.0,True,True,8,2
2024-02-15,14,18.6,-0.09999999999999787,0.0,0.0,TRANSITIONAL,-0.0072,-0.0006266114130005104,6.238553084724429e-05,-6250.0009999998665,0.0,-1750.0,-935.7829627086643,-8935.78396270853,"{'Dispersion Trading': np.float64(-935.7829627086643), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(-8000.0009999998665)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,12798.258746278989,21734.04270898752,8935.78396270853,3.574313585083412e-05,True,True,8,2
2024-02-16,15,18.84,0.23999999999999844,0.0,0.0,TRANSITIONAL,0.0125,-0.0006091606024287204,1.7450810571790045e-05,15000.002399999901,0.0,-1750.0,-261.76215857685065,12988.240241423051,"{'Dispersion Trading': np.float64(-261.76215857685065), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(13250.002399999901)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,25786.49898770204,25786.49898770204,0.0,0.0,True,True,8,2
2024-02-19,16,18.88,0.03999999999999915,0.0,0.0,TRANSITIONAL,0.0293,-0.0006248970616430911,-1.5736459214370766e-05,2500.0003999999467,0.0,-1750.0,236.0468882155615,986.0472882155082,"{'Dispersion Trading': np.float64(236.0468882155615), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(750.0003999999467)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,26772.54627591755,26772.54627591755,0.0,0.0,True,True,8,2
2024-02-20,17,19.08,0.1999999999999993,0.0,0.0,TRANSITIONAL,0.0099,-0.000300344589485138,0.0003245524721579531,12500.001999999955,0.0,-1750.0,-4868.2870823692965,5881.714917630658,"{'Dispersion Trading': np.float64(-4868.2870823692965), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(10750.001999999955)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,32654.26119354821,32654.26119354821,0.0,0.0,True,True,8,2
2024-02-21,18,18.76,-0.31999999999999673,0.0,0.0,TRANSITIONAL,0.0316,-0.0009571841020428314,-0.0006568395125576933,-20000.003199999795,0.0,-1750.0,9852.5926883654,-11897.410511634396,"{'Dispersion Trading': np.float64(9852.5926883654), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(-21750.003199999795)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,20756.850681913813,32654.26119354821,11897.410511634396,4.758964204653759e-05,True,True,8,2
2024-02-22,19,18.72,-0.0400000000000027,12.91,12.91,TRANSITIONAL,0.0132,-0.0010250787366234704,-6.7894634580639e-05,-2500.0004000001686,343752.12290950003,-1750.0,1018.419518709585,340520.5420282094,"{'Dispersion Trading': np.float64(1018.419518709585), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-31250.268750000003), 'Option Overlay': np.float64(370752.3912594998)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,361277.3927101232,361277.3927101232,0.0,0.0,True,True,8,2
2024-02-23,20,18.87,0.15000000000000213,13.23,0.3200000000000003,TRANSITIONAL,0.0273,-0.0012080717012095301,-0.00018299296458605977,-185319.53700000266,210.95680000000038,444.4000000000001,2744.8944687908966,-181919.28573121174,"{'Dispersion Trading': np.float64(2744.8944687908966), 'Volatility Harvesting': np.float64(-192500.3811880028), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-19.200000000000035), 'Option Overlay': np.float64(7855.400988000134)}",-1235463.58,4120.25,250000.00000000006,444.4000000000001,373000000.0,179358.10697891147,361277.3927101232,181919.28573121174,0.000727677142924847,True,True,9,3
2024-02-26,21,18.84,-0.030000000000001137,13.34,0.10999999999999943,TRANSITIONAL,0.0186,-0.0004668385686957956,0.0007412331325137346,37063.90740000141,24.92751249999974,444.4000000000001,-11118.49698770602,26414.737924795387,"{'Dispersion Trading': np.float64(-11118.49698770602), 'Volatility Harvesting': np.float64(41133.27902300148), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-2.2687499999999767), 'Option Overlay': np.float64(-3597.775360500071)}",-1235463.58,4120.25,250000.00000000006,444.4000000000001,373000000.0,205772.84490370686,361277.3927101232,155504.54780641635,0.0006220181912256654,True,True,9,3
2024-02-27,22,18.97,0.129999999999999,14.14,0.8000000000000007,TRANSITIONAL,0.0322,-0.0015058166936075135,-0.001038978124911718,-160610.26539999878,1318.4800000000023,444.4000000000001,15584.67187367577,-143262.713526323,"{'Dispersion Trading': np.float64(15584.67187367577), 'Volatility Harvesting': np.float64(-166542.38349999874), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-120.00000000000021), 'Option Overlay': np.float64(7814.998099999939)}",-1235463.58,4120.25,250000.00000000006,444.4000000000001,373000000.0,62510.13137738386,361277.3927101232,298767.2613327394,0.0011950690453309575,True,True,9,3
2024-02-28,23,19.31,0.33999999999999986,13.83,-0.3100000000000005,TRANSITIONAL,0.0588,-0.001529837574383177,-2.4020880775663372e-05,-420057.61719999986,197.97801250000063,444.4000000000001,360.31321163495056,-419054.9259758649,"{'Dispersion Trading': np.float64(360.31321163495056), 'Volatility Harvesting': np.float64(-439113.44835699984), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-18.018750000000058), 'Option Overlay': np.float64(19716.22791949999)}",-1235463.58,4120.25,250000.00000000006,444.4000000000001,373000000.0,-356544.79459848104,361277.3927101232,717822.1873086042,0.002871288749234417,True,True,9,3
2024-02-29,24,19.24,-0.07000000000000028,13.74,-0.08999999999999986,TRANSITIONAL,0.0479,-0.0015516409360719922,-2.1803361688815326e-05,86482.45060000036,16.68701249999995,444.4000000000001,327.0504253322299,87270.58803783258,"{'Dispersion Trading': np.float64(327.0504253322299), 'Volatility Harvesting': np.float64(93051.83210300037), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-1.5187499999999954), 'Option Overlay': np.float64(-6106.7757405000175)}",-1235463.58,4120.25,250000.00000000006,444.4000000000001,373000000.0,-269274.20656064845,361277.3927101232,630551.5992707717,0.002522206397083087,True,True,9,3
2024-03-01,25,19.47,0.23000000000000043,13.39,-0.34999999999999964,TRANSITIONAL,0.0084,-0.0013706584557060283,0.0001809824803659639,-274956.88100000046,252.3653124999995,678.8600000000001,-2714.7372054894586,-276740.39289298997,"{'Dispersion Trading': np.float64(-2714.7372054894586), 'Volatility Harvesting': np.float64(-286903.31362500053), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-22.968749999999954), 'Option Overlay': np.float64(12900.626687500026)}",-1195464.7,4120.25,250000.00000000006,678.8600000000001,443000000.0,-546014.5994536384,361277.3927101232,907291.9921637616,0.0036291679686550463,True,True,22,4
2024-03-04,26,19.21,-0.259999999999998,13.63,0.2400000000000002,TRANSITIONAL,0.0802,0.0004692325290664218,0.00183989098477245,310820.8219999976,118.66320000000022,678.8600000000001,-27598.364771586752,284019.98042841087,"{'Dispersion Trading': np.float64(-27598.364771586752), 'Volatility Harvesting': np.float64(329499.5480879975), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-10.800000000000018), 'Option Overlay': np.float64(-17870.402887999873)}",-1195464.7,4120.25,250000.00000000006,678.8600000000001,443000000.0,-261994.61902522756,361277.3927101232,623272.0117353508,0.002493088046941403,True,True,22,4
2024-03-05,27,19.4,0.18999999999999773,13.76,0.129999999999999,TRANSITIONAL,0.0536,0.0006086410931965477,0.00013940856413012596,-227138.29299999727,34.81611249999946,678.8600000000001,-2091.128461951889,-228515.74534944916,"{'Dispersion Trading': np.float64(-2091.128461951889), 'Volatility Harvesting': np.float64(-236584.47495299715), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-3.1687499999999518), 'Option Overlay': np.float64(10163.026815499858)}",-1195464.7,4120.25,250000.00000000006,678.8600000000001,443000000.0,-490510.3643746767,361277.3927101232,851787.7570847999,0.0034071510283391997,True,True,22,4
2024-03-06,28,18.99,-0.41000000000000014,13.62,-0.14000000000000057,TRANSITIONAL,0.0163,0.00043323756805761234,-0.0001754035251389354,490140.5270000001,40.37845000000033,678.8600000000001,2631.052877084031,493490.8183270841,"{'Dispersion Trading': np.float64(2631.052877084031), 'Volatility Harvesting': np.float64(518194.34464800014), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-3.67500000000003), 'Option Overlay': np.float64(-27330.904198000004)}",-1195464.7,4120.25,250000.00000000006,678.8600000000001,443000000.0,2980.453952407406,361277.3927101232,358296.9387577158,0.0014331877550308632,True,True,22,4
2024-03-07,29,19.04,0.05000000000000071,13.01,-0.6099999999999994,TRANSITIONAL,0.0127,0.00044469906310114313,1.146149504353079e-05,-59773.235000000845,766.5725124999985,678.8600000000001,-171.92242565296186,-58499.72491315381,"{'Dispersion Trading': np.float64(-171.92242565296186), 'Volatility Harvesting': np.float64(-60470.25737700089), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-69.76874999999987), 'Option Overlay': np.float64(2212.2236395000427)}",-1195464.7,4120.25,250000.00000000006,678.8600000000001,443000000.0,-55519.270960746406,361277.3927101232,416796.6636708696,0.0016671866546834784,True,True,22,4
2024-03-08,30,19.08,0.03999999999999915,13.0,-0.009999999999999787,TRANSITIONAL,0.0368,0.0005628935732902075,0.00011819451018906435,-48847.112399998965,0.2060124999999912,624.3699999999999,-1772.9176528359653,-49995.45404033493,"{'Dispersion Trading': np.float64(-1772.9176528359653), 'Volatility Harvesting': np.float64(-48972.74303699891), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-0.0187499999999992), 'Option Overlay': np.float64(750.2253994999469)}",-1221177.81,4120.25,250000.00000000006,624.3699999999999,373000000.0,-105514.72500108133,361277.3927101232,466792.11771120457,0.0018671684708448182,True,True,9,3
2024-03-11,31,19.51,0.43000000000000327,13.0,0.0,TRANSITIONAL,0.0441,0.000831768432104849,0.0002688748588146415,-525106.4583000041,0.0,624.3699999999999,-4033.122882219622,-528515.2111822237,"{'Dispersion Trading': np.float64(-4033.122882219622), 'Volatility Harvesting': np.float64(-549607.0926000043), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(0.0), 'Option Overlay': np.float64(25125.0043000002)}",-1221177.81,4120.25,250000.00000000006,624.3699999999999,373000000.0,-634029.9361833051,361277.3927101232,995307.3288934283,0.003981229315573713,True,True,9,3
2024-03-12,32,19.39,-0.120000000000001,13.2,0.1999999999999993,TRANSITIONAL,0.0653,0.0005161149838874385,-0.0003156534482174105,146541.33720000123,82.4049999999994,624.3699999999999,4734.801723261157,151982.9139232624,"{'Dispersion Trading': np.float64(4734.801723261157), 'Volatility Harvesting': np.float64(156415.6136000013), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-7.499999999999947), 'Option Overlay': np.float64(-9160.001400000063)}",-1221177.81,4120.25,250000.00000000006,624.3699999999999,373000000.0,-482047.0222600427,361277.3927101232,843324.4149701659,0.003373297659880664,True,True,9,3
2024-03-13,33,18.88,-0.5100000000000016,12.67,-0.5299999999999994,TRANSITIONAL,0.0402,0.0005209386762103735,4.823692322935029e-06,622800.683100002,578.6891124999986,624.3699999999999,-72.35538484402542,623931.386827658,"{'Dispersion Trading': np.float64(-72.35538484402542), 'Volatility Harvesting': np.float64(657049.392467002), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-52.668749999999875), 'Option Overlay': np.float64(-32992.9815045001)}",-1221177.81,4120.25,250000.00000000006,624.3699999999999,373000000.0,141884.36456761532,361277.3927101232,219393.0281425079,0.0008775721125700315,True,True,9,3
2024-03-14,34,19.02,0.14000000000000057,13.5,0.8300000000000001,TRANSITIONAL,0.0167,0.0005802970978813416,5.935842167096813e-05,-170964.8934000007,1419.2201125,624.3699999999999,-890.376325064522,-169811.6796125652,"{'Dispersion Trading': np.float64(-890.376325064522), 'Volatility Harvesting': np.float64(-177342.15749300073), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-129.16875000000002), 'Option Overlay': np.float64(8550.022955500035)}",-1221177.81,4120.25,250000.00000000006,624.3699999999999,373000000.0,-27927.31504494988,361277.3927101232,389204.7077550731,0.0015568188310202923,True,True,9,3
2024-03-15,35,18.76,-0.259999999999998,16.49,2.9899999999999984,TRANSITIONAL,0.0199,0.000589345046095276,9.047948213934437e-06,-16250.002599999874,18438.91154949998,-1750.0,-135.71922320901655,303.1897262910879,"{'Dispersion Trading': np.float64(-135.71922320901655), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-1676.2687499999981), 'Option Overlay': np.float64(2115.1776995001037)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-27624.125318658793,361277.3927101232,388901.518028782,0.0015556060721151278,True,True,8,2
2024-03-18,36,18.78,0.019999999999999574,16.66,0.1700000000000017,TRANSITIONAL,0.0425,0.0007737428887832003,0.0001843978426879242,1250.0001999999733,59.6061055000012,-1750.0,-2765.9676403188632,-3206.3613348188887,"{'Dispersion Trading': np.float64(-2765.9676403188632), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-5.418750000000109), 'Option Overlay': np.float64(-434.97494450002523)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-30830.48665347768,361277.3927101232,392107.87936360086,0.0015684315174544034,True,True,8,2
2024-03-19,37,18.61,-0.1700000000000017,16.9,0.23999999999999844,TRANSITIONAL,0.0032,0.001282242161144765,0.0005084992723615647,-10625.001700000106,118.79971199999845,-1750.0,-7627.48908542347,-19883.69107342358,"{'Dispersion Trading': np.float64(-7627.48908542347), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-10.799999999999859), 'Option Overlay': np.float64(-12245.401988000109)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-50714.17772690126,361277.3927101232,411991.57043702446,0.0016479662817480978,True,True,8,2
2024-03-20,38,18.56,-0.05000000000000071,16.77,-0.129999999999999,TRANSITIONAL,0.0599,0.0012137576707110962,-6.848449043366867e-05,-3125.000500000044,34.85616549999946,-1750.0,1027.26735650503,-3812.8769779950144,"{'Dispersion Trading': np.float64(1027.26735650503), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-3.1687499999999518), 'Option Overlay': np.float64(-4836.975584500045)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-54527.054704896276,361277.3927101232,415804.4474150195,0.001663217789660078,True,True,8,2
2024-03-21,39,18.02,-0.5399999999999991,15.89,-0.879999999999999,TRANSITIONAL,0.0191,0.0015177050738323433,0.00030394740312124705,-33750.00539999994,1597.1961279999962,-1750.0,-4559.211046818706,-38462.02031881866,"{'Dispersion Trading': np.float64(-4559.211046818706), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-145.19999999999968), 'Option Overlay': np.float64(-33757.60927199994)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-92989.07502371493,361277.3927101232,454266.46773383813,0.0018170658709353526,True,True,8,2
2024-03-22,40,17.58,-0.4400000000000013,16.07,0.17999999999999972,TRANSITIONAL,0.0492,0.001811600250330979,0.00029389517649863577,-27500.004400000078,66.8248379999998,-1750.0,-4408.427647479536,-33591.60720947961,"{'Dispersion Trading': np.float64(-4408.427647479536), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-6.0749999999999815), 'Option Overlay': np.float64(-29177.104562000077)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-126580.68223319454,361277.3927101232,487858.07494331774,0.001951432299773271,True,True,8,2
2024-03-25,41,17.68,0.10000000000000142,16.0,-0.07000000000000028,TRANSITIONAL,0.054,0.0015876609550133519,-0.00022393929531762716,6250.001000000088,10.10622550000008,-1750.0,3359.089429764407,7869.196655264495,"{'Dispersion Trading': np.float64(3359.089429764407), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-0.9187500000000075), 'Option Overlay': np.float64(4511.025975500089)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-118711.48557793006,361277.3927101232,479988.87828805327,0.001919955513152213,True,True,8,2
2024-03-26,42,17.64,-0.03999999999999915,15.12,-0.8800000000000008,TRANSITIONAL,0.0911,0.0016998871655172448,0.00011222621050389295,-2500.0003999999467,1597.1961280000028,-1750.0,-1683.3931575583943,-4336.197429558339,"{'Dispersion Trading': np.float64(-1683.3931575583943), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-145.20000000000027), 'Option Overlay': np.float64(-2507.6042719999436)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-123047.68300748839,361277.3927101232,484325.0757176116,0.0019373003028704463,True,True,8,2
2024-03-27,43,17.35,-0.28999999999999915,14.92,-0.1999999999999993,TRANSITIONAL,0.0239,0.002404513935016151,0.0007046267694989061,-18125.002899999945,82.49979999999941,-1750.0,-10569.40154248359,-30361.90464248354,"{'Dispersion Trading': np.float64(-10569.40154248359), 'Volatility Harvesting': np.float64(0.0), 'Directional Long/Short Volatility': np.float64(0.0), 'Dynamic Volatility Targeting': np.float64(-7.499999999999947), 'Option Overlay': np.float64(-19785.003099999947)}",62500.009999999995,4124.99,250000.00000000006,-1750.0,325000000.0,-153409.58764997195,361277.3927101232,514686.98036009516,0.0020587479214403807,True,True,8,2
